order_id,customer_id,customer_name,category,sub_category,unit_price,quantity,discount_pct,discount_amount,line_total,payment_method,order_date,order_year,order_month,order_quarter,order_year_month,shipping_status,is_returned,region,state
ORD-102270,CUST-4911,Daniel Thompson,Food & Beverage,Beverages,160.82,6,20.0,192.98,771.94,Bank Transfer,2023-10-09,2023,10,4,2023-10,Cancelled,False,North,New York
ORD-100379,CUST-5771,David Lewis,Clothing,Kids' Wear,426.37,9,5.0,191.87,3645.46,Bank Transfer,2022-05-31,2022,5,2,2022-05,Cancelled,False,West,Washington
ORD-110394,CUST-3311,Jennifer Robinson,Beauty,Makeup,81.55,8,10.0,65.24,587.16,Debit Card,2022-03-30,2022,3,1,2022-03,Unknown,False,North,Pennsylvania
ORD-103205,CUST-4168,Anonymous,Electronics,Smartphones,1257.67,6,0.0,0.0,7546.02,Gift Card,2023-03-30,2023,3,1,2023-03,Returned,True,North,New York
ORD-109840,CUST-1260,Jessica Johnson,Food & Beverage,Beverages,1289.18,5,0.0,0.0,6445.9,Credit Card,2024-02-27,2024,2,1,2024-02,Shipped,False,Central,Iowa
ORD-104982,CUST-1738,Christopher Walker,Home & Garden,Bedding,996.65,6,0.0,0.0,5979.9,Credit Card,2023-04-09,2023,4,2,2023-04,Unknown,False,East,Indiana
ORD-108771,CUST-3014,Mary Robinson,Home & Garden,Furniture,398.55,3,15.0,179.35,1016.3,Bank Transfer,2022-12-26,2022,12,4,2022-12,Returned,True,East,Wisconsin
ORD-106061,CUST-3696,Mark Davis,Electronics,Smartphones,503.28,6,0.0,0.0,3019.68,Gift Card,2023-01-19,2023,1,1,2023-01,Delivered,False,North,Pennsylvania
ORD-114960,CUST-5542,William Walker,Books,Fiction,757.29,4,0.0,0.0,3029.16,Bank Transfer,2022-09-27,2022,9,3,2022-09,Shipped,False,North,Pennsylvania
ORD-109592,CUST-2344,Patricia King,Toys,Stem Toys,741.74,1,0.0,0.0,741.74,Gift Card,2023-04-07,2023,4,2,2023-04,Shipped,False,East,Michigan
ORD-108739,CUST-1004,Sarah Martin,Toys,Action Figures,888.18,5,10.0,444.09,3996.81,Credit Card,2022-09-18,2022,9,3,2022-09,Delivered,False,South,Texas
ORD-104829,CUST-4157,Patricia Robinson,Beauty,Personal Care,757.5,6,5.0,227.25,4317.75,Paypal,2024-03-19,2024,3,1,2024-03,Shipped,False,North,New Jersey
ORD-103508,CUST-5460,Mary Taylor,Toys,Dolls,1271.84,1,15.0,190.78,1081.06,Gift Card,2022-11-26,2022,11,4,2022-11,Cancelled,False,East,Wisconsin
ORD-103941,CUST-1885,James Allen,Beauty,Fragrances,1347.46,5,0.0,0.0,6737.3,Paypal,2023-12-24,2023,12,4,2023-12,Cancelled,False,North,Connecticut
ORD-103013,CUST-3152,Anthony Jones,Food & Beverage,Beverages,532.67,1,0.0,0.0,532.67,Paypal,2022-02-18,2022,2,1,2022-02,Shipped,False,South,Virginia
ORD-104540,CUST-1444,Ashley Brown,Food & Beverage,Coffee & Tea,261.89,6,0.0,0.0,1571.34,Debit Card,2024-06-27,2024,6,2,2024-06,Cancelled,False,East,Illinois
ORD-107946,CUST-1084,Thomas Wilson,Home & Garden,Garden Tools,939.29,2,0.0,0.0,1878.58,Unknown,2023-10-18,2023,10,4,2023-10,Cancelled,False,East,Wisconsin
ORD-113604,CUST-2841,James Robinson,Beauty,Fragrances,32.56,9,20.0,58.61,234.43,Bank Transfer,2023-07-31,2023,7,3,2023-07,Delivered,False,South,Virginia
ORD-100149,CUST-2323,William Martin,Food & Beverage,Snacks,421.58,5,15.0,316.18,1791.72,Credit Card,2022-06-16,2022,6,2,2022-06,Processing,False,North,Connecticut
ORD-114126,CUST-5691,Robert Davis,Books,Children'S,1037.38,1,10.0,103.74,933.64,Bank Transfer,2022-04-23,2022,4,2,2022-04,Delivered,False,East,Indiana
ORD-110811,CUST-1457,Jessica Taylor,Toys,Action Figures,1137.48,2,0.0,0.0,2274.96,Bank Transfer,2022-04-07,2022,4,2,2022-04,Processing,False,South,Texas
ORD-112072,CUST-1597,Barbara White,Home & Garden,Lighting,227.9,2,0.0,0.0,455.8,Debit Card,2023-06-06,2023,6,2,2023-06,Delivered,False,Central,Colorado
ORD-100476,CUST-3465,Patricia Smith,Clothing,Women'S Wear,115.33,7,0.0,0.0,807.31,Credit Card,2023-03-02,2023,3,1,2023-03,Cancelled,False,South,Georgia
ORD-101766,CUST-2634,David Garcia,Food & Beverage,Coffee & Tea,1107.35,3,0.0,0.0,3322.05,Credit Card,2024-04-08,2024,4,2,2024-04,Cancelled,False,Central,Minnesota
ORD-108674,CUST-3664,Sandra Smith,Home & Garden,Lighting,94.81,7,0.0,0.0,663.67,Debit Card,2022-09-25,2022,9,3,2022-09,Shipped,False,Central,Minnesota
ORD-114858,CUST-2320,Lisa Thomas,Toys,Puzzles,883.96,2,0.0,0.0,1767.92,Gift Card,2023-04-17,2023,4,2,2023-04,Cancelled,False,West,Nevada
ORD-101213,CUST-3260,John Wright,Clothing,Men'S Wear,1193.24,8,0.0,0.0,9545.92,Paypal,2022-08-28,2022,8,3,2022-08,Returned,True,East,Indiana
ORD-112507,CUST-2891,William Smith,Books,Academic,1435.04,7,0.0,0.0,10045.28,Gift Card,2023-03-30,2023,3,1,2023-03,Processing,False,South,Florida
ORD-110413,CUST-2545,Margaret Lewis,Clothing,Kids' Wear,741.74,1,0.0,0.0,741.74,Paypal,2023-08-01,2023,8,3,2023-08,Cancelled,False,South,Florida
ORD-106330,CUST-3791,Joseph Smith,Beauty,Haircare,61.16,2,0.0,0.0,122.32,Gift Card,2023-05-13,2023,5,2,2023-05,Returned,True,West,Washington
ORD-110668,CUST-1076,Anonymous,Sports,Cycling,1058.36,3,20.0,635.02,2540.06,Gift Card,2022-01-12,2022,1,1,2022-01,Cancelled,False,Central,Minnesota
ORD-100169,CUST-2030,Anthony Garcia,Books,Comics,888.38,5,0.0,0.0,4441.9,Unknown,2024-04-07,2024,4,2,2024-04,Cancelled,False,East,Ohio
ORD-110241,CUST-2352,Daniel King,Beauty,Makeup,741.74,6,0.0,0.0,4450.44,Paypal,2022-03-11,2022,3,1,2022-03,Delivered,False,South,Texas
ORD-105576,CUST-5613,Mark Johnson,Electronics,Smartphones,977.03,9,10.0,879.33,7913.94,Credit Card,2024-04-09,2024,4,2,2024-04,Returned,True,North,Connecticut
ORD-106739,CUST-1303,Mark Brown,Food & Beverage,Organic,1407.98,9,20.0,2534.36,10137.46,Paypal,2022-12-12,2022,12,4,2022-12,Cancelled,False,North,Pennsylvania
ORD-104830,CUST-2083,Betty White,Clothing,Women'S Wear,1195.68,5,5.0,298.92,5679.48,Credit Card,2022-06-14,2022,6,2,2022-06,Processing,False,West,Oregon
ORD-113222,CUST-1722,Joseph Martin,Beauty,Haircare,1176.96,9,0.0,0.0,10592.64,Gift Card,2024-01-22,2024,1,1,2024-01,Delivered,False,East,Michigan
ORD-106366,CUST-1001,Robert Taylor,Sports,Team Sports,538.37,9,20.0,969.07,3876.26,Debit Card,2024-02-27,2024,2,1,2024-02,Cancelled,False,South,North Carolina
ORD-104115,CUST-2254,Patricia Brown,Books,Fiction,514.73,7,0.0,0.0,3603.11,Credit Card,2022-01-29,2022,1,1,2022-01,Shipped,False,West,Oregon
ORD-109125,CUST-5304,Thomas Walker,Sports,Team Sports,1442.83,8,0.0,0.0,11542.64,Paypal,2023-03-02,2023,3,1,2023-03,Processing,False,North,Connecticut
ORD-104745,CUST-1637,Barbara Allen,Home & Garden,Kitchenware,85.48,3,10.0,25.64,230.8,Paypal,2023-04-29,2023,4,2,2023-04,Delivered,False,South,North Carolina
ORD-103616,CUST-5632,Richard Wright,Books,Fiction,837.39,1,0.0,0.0,837.39,Paypal,2023-01-26,2023,1,1,2023-01,Shipped,False,West,Arizona
ORD-110375,CUST-4185,Betty Walker,Sports,Outdoor Gear,742.78,4,0.0,0.0,2971.12,Credit Card,2023-04-08,2023,4,2,2023-04,Delivered,False,Central,Missouri
ORD-101743,CUST-3925,Richard Wilson,Electronics,Headphones,21.49,3,10.0,6.45,58.02,Bank Transfer,2023-03-29,2023,3,1,2023-03,Cancelled,False,North,New York
ORD-111264,CUST-1969,Anthony Martin,Clothing,Footwear,1091.47,7,5.0,382.01,7258.28,Gift Card,2023-04-05,2023,4,2,2023-04,Cancelled,False,South,Virginia
ORD-107923,CUST-5048,Jennifer Wright,Clothing,Kids' Wear,123.98,7,0.0,0.0,867.86,Credit Card,2022-02-10,2022,2,1,2022-02,Processing,False,East,Illinois
ORD-101489,CUST-3096,Nancy Johnson,Electronics,Tablets,675.8,1,10.0,67.58,608.22,Debit Card,2022-04-08,2022,4,2,2022-04,Shipped,False,West,Nevada
ORD-111239,CUST-3600,Nancy Davis,Beauty,Personal Care,422.77,9,0.0,0.0,3804.93,Gift Card,2022-05-13,2022,5,2,2022-05,Unknown,False,South,Georgia
ORD-107944,CUST-4753,Emily Brown,Beauty,Personal Care,575.21,8,0.0,0.0,4601.68,Bank Transfer,2023-04-28,2023,4,2,2023-04,Shipped,False,South,North Carolina
ORD-103379,CUST-1782,Charles Garcia,Books,Fiction,1049.93,7,0.0,0.0,7349.51,Paypal,2022-01-14,2022,1,1,2022-01,Shipped,False,West,Nevada
ORD-102966,CUST-1078,Lisa Jackson,Toys,Stem Toys,1091.95,9,0.0,0.0,9827.55,Debit Card,2023-10-09,2023,10,4,2023-10,Delivered,False,West,California
ORD-108726,CUST-4058,Sandra Taylor,Beauty,Fragrances,608.7,9,10.0,547.83,4930.47,Debit Card,2024-04-22,2024,4,2,2024-04,Shipped,False,East,Indiana
ORD-105861,CUST-1214,Thomas Jackson,Books,Academic,779.43,1,20.0,155.89,623.54,Credit Card,2023-05-06,2023,5,2,2023-05,Shipped,False,North,Massachusetts
ORD-109418,CUST-2451,Jessica Wilson,Home & Garden,Bedding,793.8,8,0.0,0.0,6350.4,Bank Transfer,2023-03-20,2023,3,1,2023-03,Returned,True,South,Virginia
ORD-101358,CUST-4515,Anonymous,Food & Beverage,Supplements,418.86,6,5.0,125.66,2387.5,Debit Card,2024-03-23,2024,3,1,2024-03,Processing,False,North,Connecticut
ORD-110626,CUST-2486,Barbara Davis,Food & Beverage,Snacks,1258.05,6,0.0,0.0,7548.3,Credit Card,2022-02-04,2022,2,1,2022-02,Delivered,False,South,Virginia
ORD-101491,CUST-2421,Patricia Taylor,Books,Children'S,563.01,4,0.0,0.0,2252.04,Paypal,2022-11-04,2022,11,4,2022-11,Delivered,False,East,Wisconsin
ORD-108983,CUST-5433,Mary Jackson,Books,Non-Fiction,832.37,4,0.0,0.0,3329.48,Paypal,2022-03-19,2022,3,1,2022-03,Cancelled,False,West,Nevada
ORD-103800,CUST-5816,William Allen,Beauty,Makeup,448.05,1,0.0,0.0,448.05,Paypal,2022-08-29,2022,8,3,2022-08,Shipped,False,Central,Missouri
ORD-105049,CUST-5699,Donald Johnson,Sports,Outdoor Gear,781.37,5,0.0,0.0,3906.85,Paypal,2022-10-25,2022,10,4,2022-10,Processing,False,North,New York
ORD-103445,CUST-1834,Patricia Harris,Food & Beverage,Supplements,976.02,2,0.0,0.0,1952.04,Credit Card,2022-04-09,2022,4,2,2022-04,Shipped,False,South,Texas
ORD-102791,CUST-5619,Susan Thomas,Clothing,Footwear,1471.81,3,10.0,441.54,3973.89,Gift Card,2023-04-14,2023,4,2,2023-04,Processing,False,Central,Iowa
ORD-106104,CUST-5590,Sarah Lewis,Beauty,Makeup,194.32,9,5.0,87.44,1661.44,Debit Card,2023-05-04,2023,5,2,2023-05,Cancelled,False,Central,Minnesota
ORD-110166,CUST-3972,Mary Jones,Home & Garden,Furniture,630.58,2,0.0,0.0,1261.16,Credit Card,2022-02-11,2022,2,1,2022-02,Cancelled,False,North,Massachusetts
ORD-111601,CUST-5206,James Thompson,Clothing,Accessories,1255.53,4,10.0,502.21,4519.91,Gift Card,2022-09-01,2022,9,3,2022-09,Delivered,False,North,Pennsylvania
ORD-103692,CUST-1406,Anthony White,Electronics,Headphones,1163.99,2,0.0,0.0,2327.98,Bank Transfer,2022-05-24,2022,5,2,2022-05,Returned,True,South,Florida
ORD-107447,CUST-3574,Mary Lewis,Sports,Fitness Equipment,387.75,9,0.0,0.0,3489.75,Debit Card,2024-04-19,2024,4,2,2024-04,Returned,True,South,Virginia
ORD-101606,CUST-1828,Betty Robinson,Electronics,Cameras,106.08,9,10.0,95.47,859.25,Paypal,2023-11-11,2023,11,4,2023-11,Delivered,False,Central,Minnesota
ORD-109990,CUST-1835,Thomas King,Toys,Stem Toys,678.32,1,0.0,0.0,678.32,Debit Card,2024-02-20,2024,2,1,2024-02,Cancelled,False,North,Pennsylvania
ORD-102177,CUST-2199,Charles Thomas,Beauty,Makeup,966.11,7,5.0,338.14,6424.63,Debit Card,2023-08-29,2023,8,3,2023-08,Cancelled,False,West,Arizona
ORD-107372,CUST-2856,Nancy Lewis,Books,Children'S,153.75,1,10.0,15.38,138.37,Bank Transfer,2022-06-01,2022,6,2,2022-06,Delivered,False,South,North Carolina
ORD-112413,CUST-1937,Donald Walker,Clothing,Kids' Wear,1458.2,6,0.0,0.0,8749.2,Gift Card,2022-05-03,2022,5,2,2022-05,Delivered,False,East,Indiana
ORD-113251,CUST-2851,Jennifer Miller,Electronics,Tablets,664.83,4,5.0,132.97,2526.35,Debit Card,2022-06-01,2022,6,2,2022-06,Cancelled,False,North,New York
ORD-100735,CUST-3410,Karen Johnson,Food & Beverage,Organic,1316.41,6,10.0,789.85,7108.61,Credit Card,2022-08-19,2022,8,3,2022-08,Cancelled,False,West,Washington
ORD-107820,CUST-5381,Nancy White,Home & Garden,Bedding,534.86,9,0.0,0.0,4813.74,Debit Card,2023-05-12,2023,5,2,2023-05,Shipped,False,South,Florida
ORD-101010,CUST-4162,Barbara King,Home & Garden,Lighting,335.71,6,0.0,0.0,2014.26,Debit Card,2022-11-26,2022,11,4,2022-11,Processing,False,Central,Kansas
ORD-106647,CUST-3168,Christopher Thomas,Toys,Action Figures,1344.9,9,10.0,1210.41,10893.69,Paypal,2023-09-12,2023,9,3,2023-09,Shipped,False,North,Massachusetts
ORD-103221,CUST-4260,Anonymous,Toys,Puzzles,246.24,2,5.0,24.62,467.86,Gift Card,2022-03-20,2022,3,1,2022-03,Cancelled,False,East,Indiana
ORD-107364,CUST-3802,Jessica Wright,Food & Beverage,Beverages,722.8,8,10.0,578.24,5204.16,Gift Card,2023-09-29,2023,9,3,2023-09,Cancelled,False,South,Texas
ORD-110669,CUST-1871,Mary Anderson,Books,Fiction,153.3,9,5.0,68.98,1310.72,Gift Card,2024-03-02,2024,3,1,2024-03,Processing,False,Central,Kansas
ORD-103479,CUST-2415,Patricia Martin,Books,Children'S,605.82,8,0.0,0.0,4846.56,Debit Card,2023-04-28,2023,4,2,2023-04,Processing,False,West,Nevada
ORD-106857,CUST-2444,Charles Jones,Sports,Water Sports,416.41,7,0.0,0.0,2914.87,Paypal,2024-05-11,2024,5,2,2024-05,Returned,True,North,Pennsylvania
ORD-113063,CUST-5811,Sandra Williams,Clothing,Women'S Wear,1461.03,4,25.0,1461.03,4383.09,Credit Card,2024-02-06,2024,2,1,2024-02,Cancelled,False,Central,Minnesota
ORD-102439,CUST-3254,Donald White,Sports,Outdoor Gear,235.45,2,10.0,47.09,423.81,Debit Card,2023-05-05,2023,5,2,2023-05,Shipped,False,Central,Kansas
ORD-100487,CUST-4809,John Brown,Electronics,Laptops,425.04,2,0.0,0.0,850.08,Credit Card,2023-09-01,2023,9,3,2023-09,Delivered,False,West,California
ORD-111751,CUST-4967,Sandra King,Home & Garden,Lighting,1287.7,7,5.0,450.7,8563.2,Debit Card,2024-01-30,2024,1,1,2024-01,Delivered,False,East,Illinois
ORD-113362,CUST-3533,Barbara Thomas,Toys,Puzzles,537.47,8,0.0,0.0,4299.76,Gift Card,2022-11-14,2022,11,4,2022-11,Cancelled,False,West,Nevada
ORD-100088,CUST-1542,David Wright,Clothing,Women'S Wear,1331.38,2,0.0,0.0,2662.76,Debit Card,2023-01-23,2023,1,1,2023-01,Shipped,False,Central,Colorado
ORD-114052,CUST-4684,Emily Garcia,Electronics,Smartphones,1010.61,9,5.0,454.77,8640.72,Credit Card,2022-06-24,2022,6,2,2022-06,Shipped,False,South,North Carolina
ORD-103315,CUST-3222,Lisa Lewis,Electronics,Smartphones,994.22,1,0.0,0.0,994.22,Gift Card,2024-05-21,2024,5,2,2024-05,Cancelled,False,North,Massachusetts
ORD-113677,CUST-2303,Anthony Walker,Beauty,Personal Care,1333.63,2,0.0,0.0,2667.26,Gift Card,2022-06-28,2022,6,2,2022-06,Delivered,False,East,Michigan
ORD-110821,CUST-5764,James Allen,Home & Garden,Bedding,87.55,2,10.0,17.51,157.59,Paypal,2023-02-04,2023,2,1,2023-02,Delivered,False,East,Ohio
ORD-101522,CUST-3351,Anthony Brown,Books,Children'S,530.68,5,10.0,265.34,2388.06,Paypal,2023-10-03,2023,10,4,2023-10,Returned,True,East,Michigan
ORD-103860,CUST-4304,Lisa White,Beauty,Makeup,1222.93,5,0.0,0.0,6114.65,Bank Transfer,2022-01-08,2022,1,1,2022-01,Shipped,False,East,Illinois
ORD-104450,CUST-2318,John Harris,Food & Beverage,Coffee & Tea,632.92,3,10.0,189.88,1708.88,Paypal,2022-09-29,2022,9,3,2022-09,Processing,False,North,Connecticut
ORD-105226,CUST-4252,Jessica Harris,Food & Beverage,Supplements,877.04,2,0.0,0.0,1754.08,Paypal,2023-09-26,2023,9,3,2023-09,Cancelled,False,West,Washington
ORD-105893,CUST-2675,Susan Brown,Home & Garden,Garden Tools,292.51,8,5.0,117.0,2223.08,Paypal,2024-03-04,2024,3,1,2024-03,Processing,False,Central,Iowa
ORD-105707,CUST-3992,Donald Miller,Electronics,Headphones,159.7,3,5.0,23.96,455.14,Gift Card,2022-09-14,2022,9,3,2022-09,Shipped,False,Central,Kansas
ORD-113722,CUST-5911,Matthew Robinson,Toys,Stem Toys,336.39,9,0.0,0.0,3027.51,Paypal,2024-03-16,2024,3,1,2024-03,Cancelled,False,South,Georgia
ORD-102820,CUST-4426,Anonymous,Toys,Stem Toys,1389.66,3,15.0,625.35,3543.63,Gift Card,2022-10-13,2022,10,4,2022-10,Delivered,False,North,Massachusetts
ORD-112811,CUST-1163,Sandra Lewis,Sports,Cycling,890.77,8,0.0,0.0,7126.16,Gift Card,2022-04-03,2022,4,2,2022-04,Shipped,False,West,Oregon
ORD-107664,CUST-4293,Joseph Smith,Beauty,Personal Care,539.48,3,10.0,161.84,1456.6,Gift Card,2023-10-10,2023,10,4,2023-10,Cancelled,False,North,New Jersey
ORD-112087,CUST-3068,Patricia King,Beauty,Haircare,851.45,4,0.0,0.0,3405.8,Gift Card,2024-05-26,2024,5,2,2024-05,Unknown,False,West,Washington
ORD-109217,CUST-2864,Patricia King,Home & Garden,Bedding,1366.64,5,5.0,341.66,6491.54,Credit Card,2023-02-20,2023,2,1,2023-02,Cancelled,False,East,Michigan
ORD-100387,CUST-1326,Mary Brown,Clothing,Kids' Wear,270.27,9,20.0,486.49,1945.94,Debit Card,2022-04-28,2022,4,2,2022-04,Cancelled,False,East,Ohio
ORD-110776,CUST-5372,Michael Garcia,Beauty,Skincare,454.93,6,0.0,0.0,2729.58,Paypal,2022-10-10,2022,10,4,2022-10,Shipped,False,South,North Carolina
ORD-106345,CUST-5883,Lisa King,Electronics,Laptops,114.26,9,0.0,0.0,1028.34,Paypal,2023-10-20,2023,10,4,2023-10,Returned,True,East,Illinois
ORD-100914,CUST-5058,Barbara Miller,Books,Fiction,830.31,9,5.0,373.64,7099.15,Bank Transfer,2023-03-14,2023,3,1,2023-03,Processing,False,South,Texas
ORD-112835,CUST-5529,David Thomas,Toys,Stem Toys,986.65,8,0.0,0.0,7893.2,Bank Transfer,2023-05-25,2023,5,2,2023-05,Delivered,False,South,Texas
ORD-104046,CUST-4140,Daniel Thompson,Electronics,Headphones,498.78,1,0.0,0.0,498.78,Debit Card,2024-06-22,2024,6,2,2024-06,Cancelled,False,Central,Iowa
ORD-102009,CUST-3682,Mary Robinson,Books,Fiction,733.92,5,0.0,0.0,3669.6,Debit Card,2022-08-06,2022,8,3,2022-08,Shipped,False,South,Texas
ORD-103024,CUST-2359,Sarah Davis,Home & Garden,Furniture,89.6,7,0.0,0.0,627.2,Bank Transfer,2022-11-19,2022,11,4,2022-11,Cancelled,False,South,Texas
ORD-107482,CUST-4588,Margaret Anderson,Home & Garden,Bedding,662.0,5,0.0,0.0,3310.0,Bank Transfer,2023-05-31,2023,5,2,2023-05,Returned,True,North,Massachusetts
ORD-107402,CUST-5813,Sarah White,Books,Academic,860.75,5,10.0,430.38,3873.37,Unknown,2023-12-28,2023,12,4,2023-12,Returned,True,East,Michigan
ORD-108261,CUST-3382,Nancy Thomas,Electronics,Smartphones,279.27,5,10.0,139.64,1256.71,Unknown,2023-09-26,2023,9,3,2023-09,Shipped,False,West,California
ORD-111816,CUST-5858,Betty Robinson,Toys,Stem Toys,856.71,2,0.0,0.0,1713.42,Bank Transfer,2024-06-22,2024,6,2,2024-06,Returned,True,West,Oregon
ORD-112501,CUST-5712,Sandra Martin,Books,Children'S,741.74,5,0.0,0.0,3708.7,Credit Card,2022-07-25,2022,7,3,2022-07,Processing,False,West,Nevada
ORD-104533,CUST-2259,Sandra Harris,Books,Comics,463.09,1,0.0,0.0,463.09,Credit Card,2024-03-06,2024,3,1,2024-03,Cancelled,False,South,Texas
ORD-103708,CUST-1210,Nancy Miller,Beauty,Skincare,426.02,9,0.0,0.0,3834.18,Gift Card,2023-09-12,2023,9,3,2023-09,Processing,False,Central,Minnesota
ORD-101470,CUST-1644,Daniel Thomas,Food & Beverage,Coffee & Tea,852.69,8,0.0,0.0,6821.52,Gift Card,2023-03-25,2023,3,1,2023-03,Cancelled,False,South,North Carolina
ORD-104303,CUST-5276,Jennifer Jones,Home & Garden,Kitchenware,882.0,3,5.0,132.3,2513.7,Gift Card,2022-03-21,2022,3,1,2022-03,Processing,False,South,Georgia
ORD-112334,CUST-3150,Nancy Harris,Clothing,Women'S Wear,517.19,1,0.0,0.0,517.19,Debit Card,2023-11-02,2023,11,4,2023-11,Processing,False,West,Nevada
ORD-104029,CUST-3567,Karen Lewis,Sports,Cycling,543.91,8,20.0,870.26,3481.02,Credit Card,2024-06-05,2024,6,2,2024-06,Returned,True,Central,Missouri
ORD-109954,CUST-1176,Christopher Thompson,Electronics,Headphones,253.47,2,0.0,0.0,506.94,Debit Card,2024-04-07,2024,4,2,2024-04,Delivered,False,West,California
ORD-112929,CUST-1687,Margaret Harris,Beauty,Skincare,1202.04,5,0.0,0.0,6010.2,Paypal,2022-09-12,2022,9,3,2022-09,Processing,False,South,Virginia
ORD-106818,CUST-4409,Jessica Jackson,Food & Beverage,Snacks,1289.96,7,15.0,1354.46,7675.26,Gift Card,2023-07-03,2023,7,3,2023-07,Returned,True,West,Nevada
ORD-112464,CUST-2229,Charles Thomas,Electronics,Smartphones,447.43,3,10.0,134.23,1208.06,Credit Card,2022-06-23,2022,6,2,2022-06,Unknown,False,North,Connecticut
ORD-103299,CUST-1100,Betty Thomas,Books,Children'S,1206.7,6,15.0,1086.03,6154.17,Credit Card,2022-12-25,2022,12,4,2022-12,Shipped,False,North,Pennsylvania
ORD-111842,CUST-1263,Anonymous,Home & Garden,Furniture,1330.67,6,0.0,0.0,7984.02,Gift Card,2024-01-03,2024,1,1,2024-01,Shipped,False,East,Michigan
ORD-102215,CUST-3353,Thomas Robinson,Electronics,Laptops,460.6,9,0.0,0.0,4145.4,Gift Card,2023-12-06,2023,12,4,2023-12,Processing,False,Central,Missouri
ORD-102900,CUST-2616,Michael White,Toys,Dolls,196.16,5,0.0,0.0,980.8,Bank Transfer,2023-03-24,2023,3,1,2023-03,Delivered,False,East,Michigan
ORD-111177,CUST-2440,Mark Young,Food & Beverage,Organic,1465.57,5,0.0,0.0,7327.85,Gift Card,2023-04-19,2023,4,2,2023-04,Processing,False,South,Texas
ORD-112597,CUST-5862,Jennifer Taylor,Electronics,Laptops,660.45,2,0.0,0.0,1320.9,Credit Card,2023-09-12,2023,9,3,2023-09,Cancelled,False,South,North Carolina
ORD-104679,CUST-4318,Anthony Smith,Sports,Water Sports,948.91,5,0.0,0.0,4744.55,Bank Transfer,2023-12-11,2023,12,4,2023-12,Cancelled,False,Central,Iowa
ORD-103017,CUST-1961,Matthew Wilson,Toys,Action Figures,609.77,6,10.0,365.86,3292.76,Bank Transfer,2022-06-08,2022,6,2,2022-06,Shipped,False,Central,Missouri
ORD-113071,CUST-2714,Anthony Johnson,Sports,Team Sports,1294.26,1,0.0,0.0,1294.26,Unknown,2022-04-21,2022,4,2,2022-04,Shipped,False,East,Ohio
ORD-104600,CUST-2720,Thomas Jones,Electronics,Tablets,301.95,1,5.0,15.1,286.85,Debit Card,2022-12-06,2022,12,4,2022-12,Shipped,False,South,Texas
ORD-104216,CUST-4369,Matthew Davis,Home & Garden,Furniture,67.16,7,0.0,0.0,470.12,Gift Card,2023-04-14,2023,4,2,2023-04,Shipped,False,East,Illinois
ORD-106101,CUST-1372,Michael Jackson,Sports,Team Sports,1085.41,3,10.0,325.62,2930.61,Bank Transfer,2024-02-29,2024,2,1,2024-02,Cancelled,False,North,Connecticut
ORD-113553,CUST-5991,James Robinson,Sports,Water Sports,328.58,3,5.0,49.29,936.45,Credit Card,2022-11-05,2022,11,4,2022-11,Shipped,False,North,Connecticut
ORD-100411,CUST-2822,Patricia Thompson,Beauty,Skincare,1425.34,6,0.0,0.0,8552.04,Bank Transfer,2023-07-26,2023,7,3,2023-07,Delivered,False,North,New Jersey
ORD-103755,CUST-4901,Mark Garcia,Home & Garden,Bedding,289.96,7,10.0,202.97,1826.75,Paypal,2024-06-06,2024,6,2,2024-06,Cancelled,False,West,Washington
ORD-104851,CUST-5417,Margaret Wilson,Toys,Puzzles,575.52,1,0.0,0.0,575.52,Paypal,2022-04-13,2022,4,2,2022-04,Shipped,False,Central,Minnesota
ORD-104993,CUST-4725,Anthony Jackson,Beauty,Makeup,974.45,3,0.0,0.0,2923.35,Paypal,2023-08-08,2023,8,3,2023-08,Returned,True,North,New York
ORD-110479,CUST-5332,Barbara Lewis,Home & Garden,Bedding,536.38,5,25.0,670.48,2011.42,Bank Transfer,2022-06-28,2022,6,2,2022-06,Shipped,False,North,New York
ORD-102267,CUST-1781,Lisa Young,Toys,Stem Toys,1055.44,2,15.0,316.63,1794.25,Paypal,2024-02-03,2024,2,1,2024-02,Delivered,False,North,Connecticut
ORD-106126,CUST-3768,Richard Robinson,Clothing,Men'S Wear,767.04,5,20.0,767.04,3068.16,Paypal,2022-01-07,2022,1,1,2022-01,Processing,False,North,New York
